=== Agent Install Log ===
=== Agent Compile Log ===
=== Agent Error Log ===
[2021-09-23 20:14:27,664] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,087] CRITICAL: Unknown resource Cell (5, 0) |Resource | wood | 404 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,087] CRITICAL: Unknown resource Cell (5, 1) |Resource | wood | 440 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,087] CRITICAL: Unknown resource Cell (5, 22) |Resource | wood | 440 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,087] CRITICAL: Unknown resource Cell (5, 23) |Resource | wood | 404 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,087] CRITICAL: Unknown resource Cell (12, 11) |Resource | wood | 391 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,087] CRITICAL: Unknown resource Cell (12, 12) |Resource | wood | 391 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,087] CRITICAL: Unknown resource Cell (13, 11) |Resource | wood | 402 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,087] CRITICAL: Unknown resource Cell (13, 12) |Resource | wood | 402 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,087] CRITICAL: Unknown resource Cell (15, 0) |Resource | wood | 451 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,087] CRITICAL: Unknown resource Cell (15, 23) |Resource | wood | 451 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,087] CRITICAL: Unknown resource Cell (22, 8) |Resource | wood | 495 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,087] CRITICAL: Unknown resource Cell (22, 9) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,087] CRITICAL: Unknown resource Cell (22, 14) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,087] CRITICAL: Unknown resource Cell (22, 15) |Resource | wood | 495 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,087] CRITICAL: Unknown resource Cell (23, 8) |Resource | wood | 442 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,087] CRITICAL: Unknown resource Cell (23, 9) |Resource | wood | 447 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,087] CRITICAL: Unknown resource Cell (23, 10) |Resource | wood | 392 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,087] CRITICAL: Unknown resource Cell (23, 13) |Resource | wood | 392 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,087] CRITICAL: Unknown resource Cell (23, 14) |Resource | wood | 447 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,087] CRITICAL: Unknown resource Cell (23, 15) |Resource | wood | 442 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,223] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 580 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,223] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,223] CRITICAL: Unknown resource Cell (0, 9) |Resource | wood | 417 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,223] CRITICAL: Unknown resource Cell (0, 14) |Resource | wood | 417 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,223] CRITICAL: Unknown resource Cell (0, 16) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,223] CRITICAL: Unknown resource Cell (0, 17) |Resource | wood | 580 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,223] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 580 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,223] CRITICAL: Unknown resource Cell (1, 8) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (1, 9) |Resource | wood | 462 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (1, 14) |Resource | wood | 462 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (1, 15) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (1, 16) |Resource | wood | 580 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (3, 0) |Resource | wood | 498 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (3, 2) |Resource | wood | 408 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (3, 21) |Resource | wood | 408 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (3, 23) |Resource | wood | 498 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (4, 0) |Resource | wood | 415 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (4, 1) |Resource | wood | 466 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (4, 22) |Resource | wood | 466 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (4, 23) |Resource | wood | 415 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (5, 0) |Resource | wood | 415 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (5, 1) |Resource | wood | 451 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (5, 22) |Resource | wood | 451 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (5, 23) |Resource | wood | 415 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (12, 11) |Resource | wood | 401 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (12, 12) |Resource | wood | 401 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (13, 11) |Resource | wood | 413 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (13, 12) |Resource | wood | 413 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (15, 0) |Resource | wood | 463 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (15, 23) |Resource | wood | 463 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (22, 8) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (22, 9) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (22, 14) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (22, 15) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (23, 8) |Resource | wood | 454 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (23, 9) |Resource | wood | 459 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (23, 10) |Resource | wood | 402 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,224] CRITICAL: Unknown resource Cell (23, 13) |Resource | wood | 402 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,225] CRITICAL: Unknown resource Cell (23, 14) |Resource | wood | 459 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,225] CRITICAL: Unknown resource Cell (23, 15) |Resource | wood | 454 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,369] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 560 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,370] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,370] CRITICAL: Unknown resource Cell (0, 9) |Resource | wood | 428 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,370] CRITICAL: Unknown resource Cell (0, 14) |Resource | wood | 428 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,370] CRITICAL: Unknown resource Cell (0, 16) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,370] CRITICAL: Unknown resource Cell (0, 17) |Resource | wood | 560 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,370] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 560 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,370] CRITICAL: Unknown resource Cell (1, 8) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,370] CRITICAL: Unknown resource Cell (1, 9) |Resource | wood | 474 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,370] CRITICAL: Unknown resource Cell (1, 14) |Resource | wood | 474 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,370] CRITICAL: Unknown resource Cell (1, 15) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,370] CRITICAL: Unknown resource Cell (1, 16) |Resource | wood | 560 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,370] CRITICAL: Unknown resource Cell (3, 0) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,370] CRITICAL: Unknown resource Cell (3, 2) |Resource | wood | 419 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,370] CRITICAL: Unknown resource Cell (3, 21) |Resource | wood | 419 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,370] CRITICAL: Unknown resource Cell (3, 23) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,370] CRITICAL: Unknown resource Cell (4, 0) |Resource | wood | 426 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,370] CRITICAL: Unknown resource Cell (4, 1) |Resource | wood | 478 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,370] CRITICAL: Unknown resource Cell (4, 22) |Resource | wood | 478 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,370] CRITICAL: Unknown resource Cell (4, 23) |Resource | wood | 426 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,370] CRITICAL: Unknown resource Cell (5, 0) |Resource | wood | 426 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,370] CRITICAL: Unknown resource Cell (5, 1) |Resource | wood | 463 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,370] CRITICAL: Unknown resource Cell (5, 22) |Resource | wood | 463 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,370] CRITICAL: Unknown resource Cell (5, 23) |Resource | wood | 426 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,370] CRITICAL: Unknown resource Cell (12, 11) |Resource | wood | 412 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,370] CRITICAL: Unknown resource Cell (12, 12) |Resource | wood | 412 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,370] CRITICAL: Unknown resource Cell (13, 11) |Resource | wood | 424 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,370] CRITICAL: Unknown resource Cell (13, 12) |Resource | wood | 424 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,370] CRITICAL: Unknown resource Cell (15, 0) |Resource | wood | 475 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,371] CRITICAL: Unknown resource Cell (15, 23) |Resource | wood | 475 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,371] CRITICAL: Unknown resource Cell (22, 8) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,371] CRITICAL: Unknown resource Cell (22, 9) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,371] CRITICAL: Unknown resource Cell (22, 14) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,371] CRITICAL: Unknown resource Cell (22, 15) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,371] CRITICAL: Unknown resource Cell (23, 8) |Resource | wood | 466 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,371] CRITICAL: Unknown resource Cell (23, 9) |Resource | wood | 471 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,371] CRITICAL: Unknown resource Cell (23, 10) |Resource | wood | 413 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,371] CRITICAL: Unknown resource Cell (23, 13) |Resource | wood | 413 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,371] CRITICAL: Unknown resource Cell (23, 14) |Resource | wood | 471 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,371] CRITICAL: Unknown resource Cell (23, 15) |Resource | wood | 466 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,509] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 540 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,509] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,509] CRITICAL: Unknown resource Cell (0, 9) |Resource | wood | 439 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,509] CRITICAL: Unknown resource Cell (0, 14) |Resource | wood | 439 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,509] CRITICAL: Unknown resource Cell (0, 16) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,509] CRITICAL: Unknown resource Cell (0, 17) |Resource | wood | 540 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,509] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 540 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,509] CRITICAL: Unknown resource Cell (1, 8) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,509] CRITICAL: Unknown resource Cell (1, 9) |Resource | wood | 486 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,509] CRITICAL: Unknown resource Cell (1, 14) |Resource | wood | 486 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (1, 15) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (1, 16) |Resource | wood | 540 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (3, 0) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (3, 2) |Resource | wood | 430 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (3, 21) |Resource | wood | 430 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (3, 23) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (4, 0) |Resource | wood | 437 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (4, 1) |Resource | wood | 490 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (4, 22) |Resource | wood | 490 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (4, 23) |Resource | wood | 437 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (5, 0) |Resource | wood | 437 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (5, 1) |Resource | wood | 475 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (5, 22) |Resource | wood | 475 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (5, 23) |Resource | wood | 437 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (12, 11) |Resource | wood | 423 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (12, 12) |Resource | wood | 423 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (13, 11) |Resource | wood | 435 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (13, 12) |Resource | wood | 435 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (15, 0) |Resource | wood | 487 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (15, 23) |Resource | wood | 487 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (22, 8) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (22, 9) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (22, 14) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (22, 15) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (23, 8) |Resource | wood | 478 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (23, 9) |Resource | wood | 483 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (23, 10) |Resource | wood | 424 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (23, 13) |Resource | wood | 424 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (23, 14) |Resource | wood | 483 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,510] CRITICAL: Unknown resource Cell (23, 15) |Resource | wood | 478 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,648] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 520 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,648] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,649] CRITICAL: Unknown resource Cell (0, 9) |Resource | wood | 450 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,649] CRITICAL: Unknown resource Cell (0, 14) |Resource | wood | 450 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,649] CRITICAL: Unknown resource Cell (0, 16) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,649] CRITICAL: Unknown resource Cell (0, 17) |Resource | wood | 520 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,649] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 520 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,649] CRITICAL: Unknown resource Cell (1, 8) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,649] CRITICAL: Unknown resource Cell (1, 9) |Resource | wood | 499 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,649] CRITICAL: Unknown resource Cell (1, 14) |Resource | wood | 499 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,649] CRITICAL: Unknown resource Cell (1, 15) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,649] CRITICAL: Unknown resource Cell (1, 16) |Resource | wood | 520 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,649] CRITICAL: Unknown resource Cell (3, 0) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,649] CRITICAL: Unknown resource Cell (3, 2) |Resource | wood | 441 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,649] CRITICAL: Unknown resource Cell (3, 21) |Resource | wood | 441 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,649] CRITICAL: Unknown resource Cell (3, 23) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,649] CRITICAL: Unknown resource Cell (4, 0) |Resource | wood | 448 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,649] CRITICAL: Unknown resource Cell (4, 1) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,649] CRITICAL: Unknown resource Cell (4, 22) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,649] CRITICAL: Unknown resource Cell (4, 23) |Resource | wood | 448 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,649] CRITICAL: Unknown resource Cell (5, 0) |Resource | wood | 448 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,649] CRITICAL: Unknown resource Cell (5, 1) |Resource | wood | 487 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,649] CRITICAL: Unknown resource Cell (5, 22) |Resource | wood | 487 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,649] CRITICAL: Unknown resource Cell (5, 23) |Resource | wood | 448 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,649] CRITICAL: Unknown resource Cell (12, 11) |Resource | wood | 434 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,649] CRITICAL: Unknown resource Cell (12, 12) |Resource | wood | 434 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,649] CRITICAL: Unknown resource Cell (13, 11) |Resource | wood | 446 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,649] CRITICAL: Unknown resource Cell (13, 12) |Resource | wood | 446 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,650] CRITICAL: Unknown resource Cell (15, 0) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,650] CRITICAL: Unknown resource Cell (15, 23) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,650] CRITICAL: Unknown resource Cell (22, 8) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,650] CRITICAL: Unknown resource Cell (22, 9) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,650] CRITICAL: Unknown resource Cell (22, 14) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,650] CRITICAL: Unknown resource Cell (22, 15) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,650] CRITICAL: Unknown resource Cell (23, 8) |Resource | wood | 490 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,650] CRITICAL: Unknown resource Cell (23, 9) |Resource | wood | 496 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,650] CRITICAL: Unknown resource Cell (23, 10) |Resource | wood | 435 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,650] CRITICAL: Unknown resource Cell (23, 13) |Resource | wood | 435 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,650] CRITICAL: Unknown resource Cell (23, 14) |Resource | wood | 496 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,650] CRITICAL: Unknown resource Cell (23, 15) |Resource | wood | 490 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,793] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,793] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,793] CRITICAL: Unknown resource Cell (0, 9) |Resource | wood | 462 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,793] CRITICAL: Unknown resource Cell (0, 14) |Resource | wood | 462 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,793] CRITICAL: Unknown resource Cell (0, 16) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,793] CRITICAL: Unknown resource Cell (0, 17) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,793] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,793] CRITICAL: Unknown resource Cell (1, 8) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,793] CRITICAL: Unknown resource Cell (1, 9) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,793] CRITICAL: Unknown resource Cell (1, 14) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,793] CRITICAL: Unknown resource Cell (1, 15) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,793] CRITICAL: Unknown resource Cell (1, 16) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,793] CRITICAL: Unknown resource Cell (3, 0) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,793] CRITICAL: Unknown resource Cell (3, 2) |Resource | wood | 453 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,794] CRITICAL: Unknown resource Cell (3, 21) |Resource | wood | 453 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,794] CRITICAL: Unknown resource Cell (3, 23) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,794] CRITICAL: Unknown resource Cell (4, 0) |Resource | wood | 460 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,794] CRITICAL: Unknown resource Cell (4, 1) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,794] CRITICAL: Unknown resource Cell (4, 22) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,794] CRITICAL: Unknown resource Cell (4, 23) |Resource | wood | 460 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,794] CRITICAL: Unknown resource Cell (5, 0) |Resource | wood | 460 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,794] CRITICAL: Unknown resource Cell (5, 1) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,794] CRITICAL: Unknown resource Cell (5, 22) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,794] CRITICAL: Unknown resource Cell (5, 23) |Resource | wood | 460 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,794] CRITICAL: Unknown resource Cell (12, 11) |Resource | wood | 445 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,794] CRITICAL: Unknown resource Cell (12, 12) |Resource | wood | 445 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,794] CRITICAL: Unknown resource Cell (13, 11) |Resource | wood | 458 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,794] CRITICAL: Unknown resource Cell (13, 12) |Resource | wood | 458 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,794] CRITICAL: Unknown resource Cell (15, 0) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,794] CRITICAL: Unknown resource Cell (15, 23) |Resource | wood | 500 |Road: 0 |, wood, wood, True
