=== Agent Install Log ===
=== Agent Compile Log ===
=== Agent Error Log ===
[2021-09-23 20:07:50,984] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE18E790> |Road: 0 |
[2021-09-23 20:07:52,914] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x0000015BBE3C8A00> |Road: 0 |
[2021-09-23 20:07:52,914] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x0000015BBE3C8AF0> |Road: 0 |
[2021-09-23 20:07:52,914] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x0000015BBE3C8B80> |Road: 0 |
[2021-09-23 20:07:52,914] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x0000015BBE3C8C70> |Road: 0 |
[2021-09-23 20:07:52,914] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x0000015BBE3C8C40> |Road: 0 |
[2021-09-23 20:07:52,914] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x0000015BBE3C8EB0> |Road: 0 |
[2021-09-23 20:07:52,914] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x0000015BBE3C8E80> |Road: 0 |
[2021-09-23 20:07:52,914] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x0000015BBE3C8F70> |Road: 0 |
[2021-09-23 20:07:52,914] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x0000015BBE3D8A60> |Road: 0 |
[2021-09-23 20:07:52,914] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x0000015BBE3D8F10> |Road: 0 |
[2021-09-23 20:07:53,004] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE3BDBB0> |Road: 0 |
[2021-09-23 20:07:53,004] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x0000015BBE3BDC70> |Road: 0 |
[2021-09-23 20:07:53,004] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x0000015BBE3BDDF0> |Road: 0 |
[2021-09-23 20:07:53,004] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x0000015BBE3BDCA0> |Road: 0 |
[2021-09-23 20:07:53,004] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x0000015BBE3BDEB0> |Road: 0 |
[2021-09-23 20:07:53,004] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x0000015BBE3BDD60> |Road: 0 |
[2021-09-23 20:07:53,004] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x0000015BBE3BDFA0> |Road: 0 |
[2021-09-23 20:07:53,005] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x0000015BBE3BDFD0> |Road: 0 |
[2021-09-23 20:07:53,005] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x0000015BBE188040> |Road: 0 |
[2021-09-23 20:07:53,005] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x0000015BBE188FD0> |Road: 0 |
[2021-09-23 20:07:53,005] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x0000015BBE188F10> |Road: 0 |
[2021-09-23 20:07:53,005] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x0000015BBE188C40> |Road: 0 |
[2021-09-23 20:07:53,005] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x0000015BBE1881F0> |Road: 0 |
[2021-09-23 20:07:53,005] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x0000015BBE188B80> |Road: 0 |
[2021-09-23 20:07:53,088] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE3D8190> |Road: 0 |
[2021-09-23 20:07:53,088] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x0000015BBE3D81C0> |Road: 0 |
[2021-09-23 20:07:53,088] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x0000015BBE3D8250> |Road: 0 |
[2021-09-23 20:07:53,088] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x0000015BBE3D81F0> |Road: 0 |
[2021-09-23 20:07:53,088] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x0000015BBE3D80D0> |Road: 0 |
[2021-09-23 20:07:53,088] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x0000015BBE3D8430> |Road: 0 |
[2021-09-23 20:07:53,088] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x0000015BBE3D88E0> |Road: 0 |
[2021-09-23 20:07:53,088] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x0000015BBE3D8AC0> |Road: 0 |
[2021-09-23 20:07:53,088] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x0000015BBE3D8880> |Road: 0 |
[2021-09-23 20:07:53,088] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x0000015BBE3D8940> |Road: 0 |
[2021-09-23 20:07:53,088] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x0000015BBE3D89A0> |Road: 0 |
[2021-09-23 20:07:53,088] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x0000015BBE3D8A30> |Road: 0 |
[2021-09-23 20:07:53,088] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x0000015BBE3C7130> |Road: 0 |
[2021-09-23 20:07:53,088] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x0000015BBE3C7220> |Road: 0 |
[2021-09-23 20:07:53,135] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE1882E0> |Road: 0 |
[2021-09-23 20:07:53,135] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x0000015BBE188E20> |Road: 0 |
[2021-09-23 20:07:53,135] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x0000015BBE188880> |Road: 0 |
[2021-09-23 20:07:53,135] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x0000015BBE188370> |Road: 0 |
[2021-09-23 20:07:53,135] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x0000015BBE1886A0> |Road: 0 |
[2021-09-23 20:07:53,136] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x0000015BBE1888B0> |Road: 0 |
[2021-09-23 20:07:53,136] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x0000015BBE3DE0A0> |Road: 0 |
[2021-09-23 20:07:53,136] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x0000015BBE3DE190> |Road: 0 |
[2021-09-23 20:07:53,136] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x0000015BBE3DE130> |Road: 0 |
[2021-09-23 20:07:53,136] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x0000015BBE3DE3D0> |Road: 0 |
[2021-09-23 20:07:53,136] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x0000015BBE3DE370> |Road: 0 |
[2021-09-23 20:07:53,136] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x0000015BBE3DE490> |Road: 0 |
[2021-09-23 20:07:53,136] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x0000015BBE3DE5B0> |Road: 0 |
[2021-09-23 20:07:53,136] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x0000015BBE3DE6D0> |Road: 0 |
[2021-09-23 20:07:53,220] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE3C78B0> |Road: 0 |
[2021-09-23 20:07:53,220] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x0000015BBE3C79A0> |Road: 0 |
[2021-09-23 20:07:53,220] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x0000015BBE3C7A90> |Road: 0 |
[2021-09-23 20:07:53,220] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x0000015BBE3C7B20> |Road: 0 |
[2021-09-23 20:07:53,220] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x0000015BBE3C7B50> |Road: 0 |
[2021-09-23 20:07:53,220] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x0000015BBE3C7BE0> |Road: 0 |
[2021-09-23 20:07:53,220] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x0000015BBE3C7CD0> |Road: 0 |
[2021-09-23 20:07:53,220] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x0000015BBE3C7D60> |Road: 0 |
[2021-09-23 20:07:53,220] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x0000015BBE3C7D90> |Road: 0 |
[2021-09-23 20:07:53,221] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x0000015BBE3C7F70> |Road: 0 |
[2021-09-23 20:07:53,221] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x0000015BBE3C7FA0> |Road: 0 |
[2021-09-23 20:07:53,221] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x0000015BBE197520> |Road: 0 |
[2021-09-23 20:07:53,221] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x0000015BBE197A30> |Road: 0 |
[2021-09-23 20:07:53,221] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x0000015BBE197F70> |Road: 0 |
[2021-09-23 20:07:53,309] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE3DED30> |Road: 0 |
[2021-09-23 20:07:53,309] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x0000015BBE3DEE50> |Road: 0 |
[2021-09-23 20:07:53,309] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x0000015BBE3DEEE0> |Road: 0 |
[2021-09-23 20:07:53,310] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x0000015BBE3DEF70> |Road: 0 |
[2021-09-23 20:07:53,310] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x0000015BBE3DEFA0> |Road: 0 |
[2021-09-23 20:07:53,310] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x0000015BBE3DEFD0> |Road: 0 |
[2021-09-23 20:07:53,310] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x0000015BBE3DA100> |Road: 0 |
[2021-09-23 20:07:53,310] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x0000015BBE3DA250> |Road: 0 |
[2021-09-23 20:07:53,310] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x0000015BBE3DA1C0> |Road: 0 |
[2021-09-23 20:07:53,310] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x0000015BBE3DA490> |Road: 0 |
[2021-09-23 20:07:53,310] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x0000015BBE3DA400> |Road: 0 |
[2021-09-23 20:07:53,310] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x0000015BBE3DA550> |Road: 0 |
[2021-09-23 20:07:53,310] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x0000015BBE3DA640> |Road: 0 |
[2021-09-23 20:07:53,310] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x0000015BBE3DA790> |Road: 0 |
[2021-09-23 20:07:53,396] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE197EE0> |Road: 0 |
[2021-09-23 20:07:53,396] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x0000015BBE197970> |Road: 0 |
[2021-09-23 20:07:53,396] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x0000015BBE1978B0> |Road: 0 |
[2021-09-23 20:07:53,396] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x0000015BBE197E50> |Road: 0 |
[2021-09-23 20:07:53,396] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x0000015BBE197760> |Road: 0 |
[2021-09-23 20:07:53,396] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x0000015BBE1972E0> |Road: 0 |
[2021-09-23 20:07:53,396] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x0000015BBE197FD0> |Road: 0 |
[2021-09-23 20:07:53,397] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x0000015BBE197E80> |Road: 0 |
[2021-09-23 20:07:53,397] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x0000015BBE197A90> |Road: 0 |
[2021-09-23 20:07:53,397] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x0000015BBE197B20> |Road: 0 |
[2021-09-23 20:07:53,397] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x0000015BBE195580> |Road: 0 |
[2021-09-23 20:07:53,397] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x0000015BBE195E80> |Road: 0 |
[2021-09-23 20:07:53,397] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x0000015BBE1958E0> |Road: 0 |
[2021-09-23 20:07:53,397] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x0000015BBE195FD0> |Road: 0 |
[2021-09-23 20:07:53,461] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE3DADC0> |Road: 0 |
[2021-09-23 20:07:53,461] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x0000015BBE3DAF10> |Road: 0 |
[2021-09-23 20:07:53,461] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x0000015BBE3DAEB0> |Road: 0 |
[2021-09-23 20:07:53,461] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x0000015BBE3DAFD0> |Road: 0 |
[2021-09-23 20:07:53,462] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x0000015BBE3DAF70> |Road: 0 |
[2021-09-23 20:07:53,462] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x0000015BBE3D5100> |Road: 0 |
[2021-09-23 20:07:53,462] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x0000015BBE3D5340> |Road: 0 |
[2021-09-23 20:07:53,462] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x0000015BBE3D51F0> |Road: 0 |
[2021-09-23 20:07:53,462] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x0000015BBE3D5400> |Road: 0 |
[2021-09-23 20:07:53,462] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x0000015BBE3D5430> |Road: 0 |
[2021-09-23 20:07:53,462] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x0000015BBE3D5640> |Road: 0 |
[2021-09-23 20:07:53,462] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x0000015BBE3D54F0> |Road: 0 |
[2021-09-23 20:07:53,462] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x0000015BBE3D5880> |Road: 0 |
[2021-09-23 20:07:53,462] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x0000015BBE3D5730> |Road: 0 |
[2021-09-23 20:07:53,554] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE3C56A0> |Road: 0 |
[2021-09-23 20:07:53,554] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x0000015BBE3C5790> |Road: 0 |
[2021-09-23 20:07:53,554] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x0000015BBE3C5940> |Road: 0 |
[2021-09-23 20:07:53,554] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x0000015BBE3C5910> |Road: 0 |
[2021-09-23 20:07:53,554] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x0000015BBE3C5A00> |Road: 0 |
[2021-09-23 20:07:53,554] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x0000015BBE3C59D0> |Road: 0 |
[2021-09-23 20:07:53,554] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x0000015BBE3C5B80> |Road: 0 |
[2021-09-23 20:07:53,554] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x0000015BBE3C5B50> |Road: 0 |
[2021-09-23 20:07:53,554] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x0000015BBE3C5C40> |Road: 0 |
[2021-09-23 20:07:53,554] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x0000015BBE3C5D90> |Road: 0 |
[2021-09-23 20:07:53,554] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x0000015BBE3C5E80> |Road: 0 |
[2021-09-23 20:07:53,554] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x0000015BBE3C5E50> |Road: 0 |
[2021-09-23 20:07:53,554] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x0000015BBE3BF2B0> |Road: 0 |
[2021-09-23 20:07:53,554] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x0000015BBE3BFDC0> |Road: 0 |
[2021-09-23 20:07:53,642] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE3D5FA0> |Road: 0 |
[2021-09-23 20:07:53,643] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x0000015BBE3D5EB0> |Road: 0 |
[2021-09-23 20:07:53,643] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x0000015BBE3D5EE0> |Road: 0 |
[2021-09-23 20:07:53,643] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x0000015BBE187E20> |Road: 0 |
[2021-09-23 20:07:53,643] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x0000015BBE187250> |Road: 0 |
[2021-09-23 20:07:53,643] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x0000015BBE187520> |Road: 0 |
[2021-09-23 20:07:53,643] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x0000015BBE187760> |Road: 0 |
[2021-09-23 20:07:53,643] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x0000015BBE1872E0> |Road: 0 |
[2021-09-23 20:07:53,643] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x0000015BBE187A30> |Road: 0 |
[2021-09-23 20:07:53,643] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x0000015BBE187AC0> |Road: 0 |
[2021-09-23 20:07:53,643] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x0000015BBE187D30> |Road: 0 |
[2021-09-23 20:07:53,643] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x0000015BBE187280> |Road: 0 |
[2021-09-23 20:07:53,643] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x0000015BBE187880> |Road: 0 |
[2021-09-23 20:07:53,643] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x0000015BBE1879D0> |Road: 0 |
[2021-09-23 20:07:53,734] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE3BF4F0> |Road: 0 |
[2021-09-23 20:07:53,734] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x0000015BBE3BF550> |Road: 0 |
[2021-09-23 20:07:53,734] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x0000015BBE3BF7F0> |Road: 0 |
[2021-09-23 20:07:53,734] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x0000015BBE3BF610> |Road: 0 |
[2021-09-23 20:07:53,734] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x0000015BBE3BFA30> |Road: 0 |
[2021-09-23 20:07:53,734] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x0000015BBE3BF700> |Road: 0 |
[2021-09-23 20:07:53,734] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x0000015BBE3BFE20> |Road: 0 |
[2021-09-23 20:07:53,734] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x0000015BBE3BF6D0> |Road: 0 |
[2021-09-23 20:07:53,734] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x0000015BBE3BFBE0> |Road: 0 |
[2021-09-23 20:07:53,734] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x0000015BBE3BF250> |Road: 0 |
[2021-09-23 20:07:53,734] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x0000015BBE3BFF70> |Road: 0 |
[2021-09-23 20:07:53,734] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x0000015BBE3BF190> |Road: 0 |
[2021-09-23 20:07:53,734] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x0000015BBE18EDF0> |Road: 0 |
[2021-09-23 20:07:53,734] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x0000015BBE3C4130> |Road: 0 |
[2021-09-23 20:07:53,830] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE1871F0> |Road: 0 |
[2021-09-23 20:07:53,830] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x0000015BBE1870A0> |Road: 0 |
[2021-09-23 20:07:53,830] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x0000015BBE3DD190> |Road: 0 |
[2021-09-23 20:07:53,830] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x0000015BBE3DD160> |Road: 0 |
[2021-09-23 20:07:53,831] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x0000015BBE3DD250> |Road: 0 |
[2021-09-23 20:07:53,831] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x0000015BBE3DD220> |Road: 0 |
[2021-09-23 20:07:53,831] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x0000015BBE3DD3D0> |Road: 0 |
[2021-09-23 20:07:53,831] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x0000015BBE3DD3A0> |Road: 0 |
[2021-09-23 20:07:53,831] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x0000015BBE3DD490> |Road: 0 |
[2021-09-23 20:07:53,831] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x0000015BBE3DD5E0> |Road: 0 |
[2021-09-23 20:07:53,831] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x0000015BBE3DD6D0> |Road: 0 |
[2021-09-23 20:07:53,831] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x0000015BBE3DD6A0> |Road: 0 |
[2021-09-23 20:07:53,831] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x0000015BBE3DD910> |Road: 0 |
[2021-09-23 20:07:53,831] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x0000015BBE3DD8E0> |Road: 0 |
[2021-09-23 20:07:53,914] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE3C46A0> |Road: 0 |
[2021-09-23 20:07:53,914] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x0000015BBE3C48B0> |Road: 0 |
[2021-09-23 20:07:53,914] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x0000015BBE3C4940> |Road: 0 |
[2021-09-23 20:07:53,914] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x0000015BBE3C4A30> |Road: 0 |
[2021-09-23 20:07:53,914] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x0000015BBE3C4A00> |Road: 0 |
[2021-09-23 20:07:53,914] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x0000015BBE3C4AF0> |Road: 0 |
[2021-09-23 20:07:53,915] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x0000015BBE3C4B80> |Road: 0 |
[2021-09-23 20:07:53,915] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x0000015BBE3C4C70> |Road: 0 |
[2021-09-23 20:07:53,915] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x0000015BBE3C4C40> |Road: 0 |
[2021-09-23 20:07:53,915] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x0000015BBE3C4EB0> |Road: 0 |
[2021-09-23 20:07:53,915] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x0000015BBE3C4E80> |Road: 0 |
[2021-09-23 20:07:53,915] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x0000015BBE3C4F70> |Road: 0 |
[2021-09-23 20:07:53,915] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x0000015BBE3C3160> |Road: 0 |
[2021-09-23 20:07:53,915] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x0000015BBE3C31C0> |Road: 0 |
[2021-09-23 20:07:54,018] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE3DDFA0> |Road: 0 |
[2021-09-23 20:07:54,018] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x0000015BBE17FF10> |Road: 0 |
[2021-09-23 20:07:54,018] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x0000015BBE17FA30> |Road: 0 |
[2021-09-23 20:07:54,018] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x0000015BBE17FB50> |Road: 0 |
[2021-09-23 20:07:54,018] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x0000015BBE17FB80> |Road: 0 |
