=== Agent Install Log ===
=== Agent Compile Log ===
=== Agent Error Log ===
[2021-09-23 20:07:51,187] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D74906E790> |Road: 0 |
[2021-09-23 20:07:53,004] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x000001D74929DC70> |Road: 0 |
[2021-09-23 20:07:53,004] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x000001D74929DDF0> |Road: 0 |
[2021-09-23 20:07:53,004] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x000001D74929DCA0> |Road: 0 |
[2021-09-23 20:07:53,004] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x000001D74929DEB0> |Road: 0 |
[2021-09-23 20:07:53,004] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x000001D74929DD60> |Road: 0 |
[2021-09-23 20:07:53,005] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x000001D74929DFA0> |Road: 0 |
[2021-09-23 20:07:53,005] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x000001D74929DFD0> |Road: 0 |
[2021-09-23 20:07:53,005] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x000001D749068040> |Road: 0 |
[2021-09-23 20:07:53,005] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x000001D749068FD0> |Road: 0 |
[2021-09-23 20:07:53,005] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x000001D749068F10> |Road: 0 |
[2021-09-23 20:07:53,005] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x000001D749068C40> |Road: 0 |
[2021-09-23 20:07:53,005] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x000001D7490681F0> |Road: 0 |
[2021-09-23 20:07:53,005] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x000001D749068B80> |Road: 0 |
[2021-09-23 20:07:53,088] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D7492B8190> |Road: 0 |
[2021-09-23 20:07:53,088] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x000001D7492B81C0> |Road: 0 |
[2021-09-23 20:07:53,088] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x000001D7492B8250> |Road: 0 |
[2021-09-23 20:07:53,088] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x000001D7492B81F0> |Road: 0 |
[2021-09-23 20:07:53,088] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x000001D7492B80D0> |Road: 0 |
[2021-09-23 20:07:53,088] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x000001D7492B8430> |Road: 0 |
[2021-09-23 20:07:53,088] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x000001D7492B88E0> |Road: 0 |
[2021-09-23 20:07:53,088] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x000001D7492B8AC0> |Road: 0 |
[2021-09-23 20:07:53,088] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x000001D7492B8880> |Road: 0 |
[2021-09-23 20:07:53,088] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x000001D7492B8940> |Road: 0 |
[2021-09-23 20:07:53,088] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x000001D7492B89A0> |Road: 0 |
[2021-09-23 20:07:53,088] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x000001D7492B8A30> |Road: 0 |
[2021-09-23 20:07:53,089] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x000001D7492A7130> |Road: 0 |
[2021-09-23 20:07:53,089] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x000001D7492A7220> |Road: 0 |
[2021-09-23 20:07:53,135] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D7490682E0> |Road: 0 |
[2021-09-23 20:07:53,135] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x000001D749068E20> |Road: 0 |
[2021-09-23 20:07:53,135] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x000001D749068880> |Road: 0 |
[2021-09-23 20:07:53,135] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x000001D749068370> |Road: 0 |
[2021-09-23 20:07:53,136] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x000001D7490686A0> |Road: 0 |
[2021-09-23 20:07:53,136] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x000001D7490688B0> |Road: 0 |
[2021-09-23 20:07:53,136] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x000001D7492BEEE0> |Road: 0 |
[2021-09-23 20:07:53,136] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x000001D7492BEBB0> |Road: 0 |
[2021-09-23 20:07:53,136] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x000001D7492BEC10> |Road: 0 |
[2021-09-23 20:07:53,136] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x000001D7492BEB50> |Road: 0 |
[2021-09-23 20:07:53,136] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x000001D7492BEB80> |Road: 0 |
[2021-09-23 20:07:53,136] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x000001D7492BE970> |Road: 0 |
[2021-09-23 20:07:53,136] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x000001D7492BE430> |Road: 0 |
[2021-09-23 20:07:53,136] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x000001D7492BE0D0> |Road: 0 |
[2021-09-23 20:07:53,220] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D7492A78B0> |Road: 0 |
[2021-09-23 20:07:53,220] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x000001D7492A79A0> |Road: 0 |
[2021-09-23 20:07:53,220] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x000001D7492A7A90> |Road: 0 |
[2021-09-23 20:07:53,220] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x000001D7492A7B20> |Road: 0 |
[2021-09-23 20:07:53,220] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x000001D7492A7B50> |Road: 0 |
[2021-09-23 20:07:53,220] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x000001D7492A7BE0> |Road: 0 |
[2021-09-23 20:07:53,220] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x000001D7492A7CD0> |Road: 0 |
[2021-09-23 20:07:53,220] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x000001D7492A7D60> |Road: 0 |
[2021-09-23 20:07:53,220] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x000001D7492A7D90> |Road: 0 |
[2021-09-23 20:07:53,221] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x000001D7492A7F70> |Road: 0 |
[2021-09-23 20:07:53,221] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x000001D7492A7FA0> |Road: 0 |
[2021-09-23 20:07:53,221] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x000001D749077520> |Road: 0 |
[2021-09-23 20:07:53,221] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x000001D749077A30> |Road: 0 |
[2021-09-23 20:07:53,221] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x000001D749077F70> |Road: 0 |
[2021-09-23 20:07:53,309] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D7492BE8B0> |Road: 0 |
[2021-09-23 20:07:53,309] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x000001D7492BED30> |Road: 0 |
[2021-09-23 20:07:53,309] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x000001D7492BEF40> |Road: 0 |
[2021-09-23 20:07:53,309] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x000001D7492BEDF0> |Road: 0 |
[2021-09-23 20:07:53,309] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x000001D7492BEE20> |Road: 0 |
[2021-09-23 20:07:53,309] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x000001D7492BED90> |Road: 0 |
[2021-09-23 20:07:53,309] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x000001D7492BA0D0> |Road: 0 |
[2021-09-23 20:07:53,310] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x000001D7492BA2B0> |Road: 0 |
[2021-09-23 20:07:53,310] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x000001D7492BA190> |Road: 0 |
[2021-09-23 20:07:53,310] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x000001D7492BA4F0> |Road: 0 |
[2021-09-23 20:07:53,310] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x000001D7492BA3D0> |Road: 0 |
[2021-09-23 20:07:53,310] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x000001D7492BA5B0> |Road: 0 |
[2021-09-23 20:07:53,310] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x000001D7492BA610> |Road: 0 |
[2021-09-23 20:07:53,310] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x000001D7492BA7F0> |Road: 0 |
[2021-09-23 20:07:53,396] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D749077EE0> |Road: 0 |
[2021-09-23 20:07:53,396] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x000001D749077970> |Road: 0 |
[2021-09-23 20:07:53,396] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x000001D7490778B0> |Road: 0 |
[2021-09-23 20:07:53,396] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x000001D749077E50> |Road: 0 |
[2021-09-23 20:07:53,396] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x000001D749077760> |Road: 0 |
[2021-09-23 20:07:53,397] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x000001D7490772E0> |Road: 0 |
[2021-09-23 20:07:53,397] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x000001D749077FD0> |Road: 0 |
[2021-09-23 20:07:53,397] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x000001D749077E80> |Road: 0 |
[2021-09-23 20:07:53,397] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x000001D749077A90> |Road: 0 |
[2021-09-23 20:07:53,397] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x000001D749077B20> |Road: 0 |
[2021-09-23 20:07:53,397] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x000001D749075580> |Road: 0 |
[2021-09-23 20:07:53,397] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x000001D749075E80> |Road: 0 |
[2021-09-23 20:07:53,397] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x000001D7490758E0> |Road: 0 |
[2021-09-23 20:07:53,397] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x000001D749075FD0> |Road: 0 |
[2021-09-23 20:07:53,461] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D7492BAD90> |Road: 0 |
[2021-09-23 20:07:53,461] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x000001D7492BAF70> |Road: 0 |
[2021-09-23 20:07:53,462] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x000001D7492BAE80> |Road: 0 |
[2021-09-23 20:07:53,462] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x000001D7492BAFD0> |Road: 0 |
[2021-09-23 20:07:53,462] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x000001D7492BAF40> |Road: 0 |
[2021-09-23 20:07:53,462] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x000001D7492B50D0> |Road: 0 |
[2021-09-23 20:07:53,462] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x000001D7492B5310> |Road: 0 |
[2021-09-23 20:07:53,462] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x000001D7492B51C0> |Road: 0 |
[2021-09-23 20:07:53,462] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x000001D7492B53D0> |Road: 0 |
[2021-09-23 20:07:53,462] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x000001D7492B5400> |Road: 0 |
[2021-09-23 20:07:53,462] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x000001D7492B5610> |Road: 0 |
[2021-09-23 20:07:53,462] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x000001D7492B54C0> |Road: 0 |
[2021-09-23 20:07:53,462] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x000001D7492B5850> |Road: 0 |
[2021-09-23 20:07:53,462] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x000001D7492B5700> |Road: 0 |
[2021-09-23 20:07:53,554] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D7492A46A0> |Road: 0 |
[2021-09-23 20:07:53,554] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x000001D7492A47C0> |Road: 0 |
[2021-09-23 20:07:53,554] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x000001D7492A4970> |Road: 0 |
[2021-09-23 20:07:53,554] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x000001D7492A4940> |Road: 0 |
[2021-09-23 20:07:53,554] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x000001D7492A4A30> |Road: 0 |
[2021-09-23 20:07:53,554] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x000001D7492A4A00> |Road: 0 |
[2021-09-23 20:07:53,554] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x000001D7492A4BB0> |Road: 0 |
[2021-09-23 20:07:53,554] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x000001D7492A4B80> |Road: 0 |
[2021-09-23 20:07:53,554] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x000001D7492A4C70> |Road: 0 |
[2021-09-23 20:07:53,554] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x000001D7492A4DC0> |Road: 0 |
[2021-09-23 20:07:53,554] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x000001D7492A4EB0> |Road: 0 |
[2021-09-23 20:07:53,555] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x000001D7492A4E80> |Road: 0 |
[2021-09-23 20:07:53,555] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x000001D74929F2B0> |Road: 0 |
[2021-09-23 20:07:53,555] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x000001D74929FDC0> |Road: 0 |
[2021-09-23 20:07:53,642] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D7492B5FA0> |Road: 0 |
[2021-09-23 20:07:53,643] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x000001D7492B5E80> |Road: 0 |
[2021-09-23 20:07:53,643] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x000001D7492B5EE0> |Road: 0 |
[2021-09-23 20:07:53,643] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x000001D749067E20> |Road: 0 |
[2021-09-23 20:07:53,643] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x000001D749067250> |Road: 0 |
[2021-09-23 20:07:53,643] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x000001D749067520> |Road: 0 |
[2021-09-23 20:07:53,643] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x000001D749067760> |Road: 0 |
[2021-09-23 20:07:53,643] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x000001D7490672E0> |Road: 0 |
[2021-09-23 20:07:53,643] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x000001D749067A30> |Road: 0 |
[2021-09-23 20:07:53,643] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x000001D749067AC0> |Road: 0 |
[2021-09-23 20:07:53,643] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x000001D749067D30> |Road: 0 |
[2021-09-23 20:07:53,643] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x000001D749067280> |Road: 0 |
[2021-09-23 20:07:53,643] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x000001D749067880> |Road: 0 |
[2021-09-23 20:07:53,643] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x000001D7490679D0> |Road: 0 |
[2021-09-23 20:07:53,734] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D74929F4F0> |Road: 0 |
[2021-09-23 20:07:53,734] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x000001D74929F550> |Road: 0 |
[2021-09-23 20:07:53,734] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x000001D74929F7F0> |Road: 0 |
[2021-09-23 20:07:53,734] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x000001D74929F610> |Road: 0 |
[2021-09-23 20:07:53,734] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x000001D74929FA30> |Road: 0 |
[2021-09-23 20:07:53,734] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x000001D74929F700> |Road: 0 |
[2021-09-23 20:07:53,734] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x000001D74929FE20> |Road: 0 |
[2021-09-23 20:07:53,734] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x000001D74929F6D0> |Road: 0 |
[2021-09-23 20:07:53,734] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x000001D74929FBE0> |Road: 0 |
[2021-09-23 20:07:53,734] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x000001D74929F250> |Road: 0 |
[2021-09-23 20:07:53,734] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x000001D74929FF70> |Road: 0 |
[2021-09-23 20:07:53,734] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x000001D74929F190> |Road: 0 |
[2021-09-23 20:07:53,734] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x000001D74906EDF0> |Road: 0 |
[2021-09-23 20:07:53,734] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x000001D7492A30D0> |Road: 0 |
[2021-09-23 20:07:53,830] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D7490671F0> |Road: 0 |
[2021-09-23 20:07:53,830] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x000001D7490670A0> |Road: 0 |
[2021-09-23 20:07:53,830] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x000001D7492BD1F0> |Road: 0 |
[2021-09-23 20:07:53,831] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x000001D7492BD160> |Road: 0 |
[2021-09-23 20:07:53,831] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x000001D7492BD2B0> |Road: 0 |
[2021-09-23 20:07:53,831] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x000001D7492BD220> |Road: 0 |
[2021-09-23 20:07:53,831] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x000001D7492BD430> |Road: 0 |
[2021-09-23 20:07:53,831] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x000001D7492BD3A0> |Road: 0 |
[2021-09-23 20:07:53,831] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x000001D7492BD4F0> |Road: 0 |
[2021-09-23 20:07:53,831] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x000001D7492BD5E0> |Road: 0 |
[2021-09-23 20:07:53,831] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x000001D7492BD730> |Road: 0 |
[2021-09-23 20:07:53,831] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x000001D7492BD6A0> |Road: 0 |
[2021-09-23 20:07:53,831] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x000001D7492BD970> |Road: 0 |
[2021-09-23 20:07:53,831] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x000001D7492BD8E0> |Road: 0 |
[2021-09-23 20:07:53,914] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D7492A36A0> |Road: 0 |
[2021-09-23 20:07:53,914] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x000001D7492A3850> |Road: 0 |
[2021-09-23 20:07:53,914] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x000001D7492A3970> |Road: 0 |
[2021-09-23 20:07:53,914] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x000001D7492A39D0> |Road: 0 |
[2021-09-23 20:07:53,914] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x000001D7492A3A30> |Road: 0 |
[2021-09-23 20:07:53,915] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x000001D7492A3A90> |Road: 0 |
[2021-09-23 20:07:53,915] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x000001D7492A3BB0> |Road: 0 |
[2021-09-23 20:07:53,915] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x000001D7492A3C10> |Road: 0 |
[2021-09-23 20:07:53,915] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x000001D7492A3C70> |Road: 0 |
[2021-09-23 20:07:53,915] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x000001D7492A3E50> |Road: 0 |
[2021-09-23 20:07:53,915] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x000001D7492A3EB0> |Road: 0 |
[2021-09-23 20:07:53,915] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x000001D7492A3F10> |Road: 0 |
[2021-09-23 20:07:53,915] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x000001D7492A2160> |Road: 0 |
[2021-09-23 20:07:53,915] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x000001D7492A21F0> |Road: 0 |
[2021-09-23 20:07:54,018] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D7492BDFA0> |Road: 0 |
[2021-09-23 20:07:54,018] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x000001D74905FF10> |Road: 0 |
[2021-09-23 20:07:54,018] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x000001D74905FA30> |Road: 0 |
[2021-09-23 20:07:54,018] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x000001D74905FB50> |Road: 0 |
[2021-09-23 20:07:54,018] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x000001D74905FB80> |Road: 0 |
[2021-09-23 20:07:54,018] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x000001D74905FDF0> |Road: 0 |
[2021-09-23 20:07:54,018] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x000001D74905FD30> |Road: 0 |
[2021-09-23 20:07:54,018] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x000001D74905FBB0> |Road: 0 |
[2021-09-23 20:07:54,018] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x000001D74905FD00> |Road: 0 |
[2021-09-23 20:07:54,018] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x000001D74905FCD0> |Road: 0 |
[2021-09-23 20:07:54,018] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x000001D74905FE20> |Road: 0 |
[2021-09-23 20:07:54,018] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x000001D74905FC10> |Road: 0 |
[2021-09-23 20:07:54,018] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x000001D7492BB2B0> |Road: 0 |
[2021-09-23 20:07:54,018] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x000001D7492BB100> |Road: 0 |
[2021-09-23 20:07:54,108] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D7492A28E0> |Road: 0 |
[2021-09-23 20:07:54,108] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x000001D7492A2970> |Road: 0 |
[2021-09-23 20:07:54,108] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x000001D7492A2880> |Road: 0 |
[2021-09-23 20:07:54,108] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x000001D7492A2AF0> |Road: 0 |
[2021-09-23 20:07:54,108] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x000001D7492A2940> |Road: 0 |
[2021-09-23 20:07:54,108] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x000001D7492A2BB0> |Road: 0 |
[2021-09-23 20:07:54,108] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x000001D7492A2AC0> |Road: 0 |
[2021-09-23 20:07:54,108] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x000001D7492A2D30> |Road: 0 |
